0,44,8
0,43,8
0,42,8
0,42,9
0,41,9
0,41,10
0,41,11
0,40,11
0,40,12
0,39,12
0,39,13
0,38,13
0,38,14
0,38,15
0,38,16
0,37,16
0,37,17
0,37,18
0,37,19
0,37,20
0,37,21
0,37,22
0,36,23
0,36,24
0,35,24
0,35,25
0,34,25
0,34,26
0,35,27
0,35,28
0,35,29
0,35,30
0,35,31
0,34,31
0,34,32
0,33,32
0,33,33
0,32,33
0,32,34
0,31,34
0,31,35
0,31,36
0,52,36
0,51,36
0,51,37
0,50,37
0,49,37
0,49,38
0,48,38
0,47,38
0,46,38
0,46,39
0,45,39
0,44,39
0,44,38
0,43,38
0,42,37
0,41,37
0,40,37
0,39,37
0,39,38
0,38,38
0,37,38
0,36,39
0,35,39
0,35,40
0,34,40
0,33,40
0,32,40
0,31,40
0,30,41
0,30,32
0,30,33
0,30,34
0,30,35
0,30,36
0,47,47
0,46,47
0,45,47
0,45,46
0,44,46
0,43,46
0,42,46
0,41,46
0,40,46
0,40,47
0,39,47
0,38,47
0,37,46
0,36,46
0,35,47
0,34,47
0,34,48
0,33,48
0,33,49
0,32,49
0,54,71
0,53,71
0,52,71
0,51,71
0,50,71
0,49,72
0,48,72
0,47,72
0,47,73
0,46,73
0,45,74
0,44,74
0,44,75
0,43,75
0,44,61
0,43,61
0,42,61
0,42,62
0,41,62
0,40,62
0,39,62
0,23,54
0,24,54
0,24,55
0,25,55
0,26,55
0,27,56
0,28,56
0,29,56
0,30,56
0,31,56
0,32,56
0,32,57
0,33,57
0,33,58
0,34,58
0,35,58
0,36,59
0,22,70
0,23,70
0,24,70
0,25,70
0,26,71
0,26,72
0,27,72
0,28,72
0,29,72
0,30,72
0,31,72
0,32,72
0,33,72
0,33,73
0,34,73
0,35,73
0,35,72
0,36,72
0,37,71
0,38,71
0,39,71
0,40,71
0,41,71
0,41,72
0,30,37
0,30,38
0,30,39
0,30,40
0,30,41
0,29,41
0,29,42
0,29,43
0,28,43
0,28,44
0,28,45
0,28,46
0,29,46
0,29,47
0,30,48
0,31,49
0,31,50
0,32,51
0,32,52
0,33,52
0,33,53
0,34,53
0,34,54
0,34,55
0,35,56
0,35,57
0,35,58
0,36,58
0,36,59
0,37,59
0,37,60
0,37,61
0,37,62
0,38,62
0,38,63
0,38,64
0,39,64
0,39,65
0,39,66
0,39,67
0,40,68
0,40,69
0,41,70
0,41,71
0,41,72
0,41,72
0,42,72
0,42,73
0,42,74
0,43,74
0,43,75
0,43,76
0,43,77
0,43,78
0,44,78
