1, 1, 9, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg1
2, 1, 10, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg2
3, 1, 9, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg3
4, 1, 11, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg4
5, 1, 15, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg5
6, 1, 13, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg6
7, 1, 12, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg7
8, 1, 14, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg8
9, 1, 10, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg9
10, 1, 11, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg10
11, 1, 12, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg11
12, 1, 13, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg12
13, 1, 14, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg13
14, 1, 15, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg14
15, 1, 0, 0, 0.00, 0.0, 0.0, 0, 0.04, origSeg15
